Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Nitrogen Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Ozone AQI Value,Main Pollutant,Site Name,Site ID,Source,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source,Sulfur Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,PM10 AQI Value,Main Pollutant,Site Name,Site ID,Source
6/23/2018,7,,Elizabeth,34-039-0003,AQS,33,,Elizabeth Lab,34-039-0004,AQS,32,,Flax Pond,36-103-0044,AQS,50,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
6/24/2018,7,,Elizabeth,34-039-0003,AQS,32,,IS 52,36-005-0110,AQS,46,,Colliers Mills,34-029-0006,AQS,63,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/25/2018,3,,Elizabeth,34-039-0003,AQS,28,,Elizabeth Lab,34-039-0004,AQS,38,,Monmouth University,34-025-0005,AQS,38,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,13,,Jersey City Firehouse,34-017-1003,AQS
6/26/2018,5,,Queens College Near Road,36-081-0125,AQS,29,,Elizabeth Lab,34-039-0004,AQS,50,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,33,,Fort Lee Near Road,34-003-0010,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
6/27/2018,5,,Jersey City,34-017-1002,AQS,34,,Elizabeth Lab,34-039-0004,AQS,38,,RIVERHEAD,36-103-0004,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/28/2018,6,,Jersey City,34-017-1002,AQS,43,,PFIZER LAB SITE,36-005-0133,AQS,58,,Colliers Mills,34-029-0006,AQS,53,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,11,,Newark Firehouse,34-013-0003,AQS
6/29/2018,6,,PFIZER LAB SITE,36-005-0133,AQS,40,,Bayonne,34-017-0006,AQS,80,,Colliers Mills,34-029-0006,AQS,59,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
6/30/2018,6,,Queens College Near Road,36-081-0125,AQS,45,,Jersey City,34-017-1002,AQS,129,,PFIZER LAB SITE,36-005-0133,AQS,56,,Jersey City Firehouse,34-017-1003,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/1/2018,7,,CCNY,36-061-0135,AQS,58,,QUEENS COLLEGE 2,36-081-0124,AQS,174,,Bayonne,34-017-0006,AQS,77,,HOLTSVILLE,36-103-0009,AQS,4,,Jersey City,34-017-1002,AQS,31,,DIVISION STREET,36-061-0134,AQS
7/2/2018,7,,PFIZER LAB SITE,36-005-0133,AQS,53,,Jersey City,34-017-1002,AQS,210,,Rockland County,36-087-0005,AQS,93,,PS 19,36-061-0128,AQS,6,,Jersey City,34-017-1002,AQS,,,,,
7/3/2018,7,,Jersey City,34-017-1002,AQS,51,,Jersey City,34-017-1002,AQS,90,,Rutgers University,34-023-0011,AQS,91,,NEWBURGH,36-071-0002,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/4/2018,14,,Elizabeth,34-039-0003,AQS,32,,Elizabeth Lab,34-039-0004,AQS,90,,WHITE PLAINS,36-119-2004,AQS,89,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,21,,Newark Firehouse,34-013-0003,AQS
7/5/2018,6,,Elizabeth,34-039-0003,AQS,22,,Elizabeth Lab,34-039-0004,AQS,41,,Flemington,34-019-0001,AQS,57,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/6/2018,3,,Fort Lee Near Road,34-003-0010,AQS,24,,IS 52,36-005-0110,AQS,37,,RIVERHEAD,36-103-0004,AQS,38,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/7/2018,3,,Elizabeth,34-039-0003,AQS,19,,Fort Lee Near Road,34-003-0010,AQS,51,,Flemington,34-019-0001,AQS,25,,Flemington,34-019-0001,AQS,0,,Newark Firehouse,34-013-0003,AQS,11,,Jersey City Firehouse,34-017-1003,AQS
7/8/2018,6,,Queens College Near Road,36-081-0125,AQS,27,,Bayonne,34-017-0006,AQS,67,,Rutgers University,34-023-0011,AQS,43,,Fort Lee Near Road,34-003-0010,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
7/9/2018,15,,Elizabeth,34-039-0003,AQS,35,,Jersey City,34-017-1002,AQS,129,,Leonia,34-003-0006,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/10/2018,5,,Elizabeth Lab,34-039-0004,AQS,42,,Fort Lee Near Road,34-003-0010,AQS,172,,Flax Pond,36-103-0044,AQS,58,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,18,,Newark Firehouse,34-013-0003,AQS
7/11/2018,5,,Elizabeth,34-039-0003,AQS,28,,Newark Firehouse,34-013-0003,AQS,71,,Colliers Mills,34-029-0006,AQS,56,,PS 19,36-061-0128,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/12/2018,5,,Elizabeth,34-039-0003,AQS,31,,Elizabeth Lab,34-039-0004,AQS,74,,Flemington,34-019-0001,AQS,52,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/13/2018,6,,Elizabeth Lab,34-039-0004,AQS,48,,Elizabeth Lab,34-039-0004,AQS,105,,Rockland County,36-087-0005,AQS,61,,PS 19,36-061-0128,AQS,3,,Elizabeth Lab,34-039-0004,AQS,24,,Jersey City Firehouse,34-017-1003,AQS
7/14/2018,5,,Elizabeth Lab,34-039-0004,AQS,22,,Jersey City,34-017-1002,AQS,108,,Flax Pond,36-103-0044,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/15/2018,5,,Elizabeth Lab,34-039-0004,AQS,28,,QUEENS COLLEGE 2,36-081-0124,AQS,84,,RIVERHEAD,36-103-0004,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/16/2018,6,,Elizabeth Lab,34-039-0004,AQS,46,,Elizabeth Lab,34-039-0004,AQS,133,,Rutgers University,34-023-0011,AQS,64,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,20,,Newark Firehouse,34-013-0003,AQS
7/17/2018,6,,Elizabeth Lab,34-039-0004,AQS,31,,Elizabeth Lab,34-039-0004,AQS,61,,Leonia,34-003-0006,AQS,64,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/18/2018,5,,Elizabeth Lab,34-039-0004,AQS,23,,Queens College Near Road,36-081-0125,AQS,47,,Monmouth University,34-025-0005,AQS,48,,Elizabeth Lab,34-039-0004,AQS,6,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
7/19/2018,5,,Elizabeth Lab,34-039-0004,AQS,31,,Elizabeth Lab,34-039-0004,AQS,87,,Flemington,34-019-0001,AQS,51,,Union City High School,34-017-0008,AQS,3,,Elizabeth,34-039-0003,AQS,16,,DIVISION STREET,36-061-0134,AQS
7/20/2018,6,,Elizabeth Lab,34-039-0004,AQS,36,,Fort Lee Near Road,34-003-0010,AQS,97,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,4,,Bayonne,34-017-0006,AQS,,,,,
7/21/2018,5,,Elizabeth,34-039-0003,AQS,23,,Elizabeth Lab,34-039-0004,AQS,38,,Leonia,34-003-0006,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,7,,Bayonne,34-017-0006,AQS,,,,,
7/22/2018,5,,Elizabeth Lab,34-039-0004,AQS,11,,Newark Firehouse,34-013-0003,AQS,38,,RIVERHEAD,36-103-0004,AQS,38,,Fort Lee Near Road,34-003-0010,AQS,0,,Newark Firehouse,34-013-0003,AQS,17,,Newark Firehouse,34-013-0003,AQS
7/23/2018,5,,Elizabeth Lab,34-039-0004,AQS,29,,Elizabeth Lab,34-039-0004,AQS,31,,Colliers Mills,34-029-0006,AQS,52,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
7/24/2018,5,,Elizabeth Lab,34-039-0004,AQS,18,,Elizabeth Lab,34-039-0004,AQS,24,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,49,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
7/25/2018,5,,Elizabeth,34-039-0003,AQS,26,,Elizabeth Lab,34-039-0004,AQS,32,,Flemington,34-019-0001,AQS,43,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,15,,DIVISION STREET,36-061-0134,AQS
7/26/2018,5,,Jersey City,34-017-1002,AQS,37,,QUEENS COLLEGE 2,36-081-0124,AQS,58,,RIVERHEAD,36-103-0004,AQS,41,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/27/2018,7,,Elizabeth,34-039-0003,AQS,43,,Elizabeth Lab,34-039-0004,AQS,67,,Flemington,34-019-0001,AQS,60,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
7/28/2018,7,,Elizabeth,34-039-0003,AQS,35,,Elizabeth Lab,34-039-0004,AQS,126,,WHITE PLAINS,36-119-2004,AQS,65,,Fort Lee Near Road,34-003-0010,AQS,1,,Bayonne,34-017-0006,AQS,14,,Newark Firehouse,34-013-0003,AQS
7/29/2018,5,,Newark Firehouse,34-013-0003,AQS,25,,IS 52,36-005-0110,AQS,54,,BABYLON,36-103-0002,AQS,38,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
7/30/2018,8,,Elizabeth,34-039-0003,AQS,39,,Elizabeth Lab,34-039-0004,AQS,43,,RIVERHEAD,36-103-0004,AQS,51,,Elizabeth Lab,34-039-0004,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
7/31/2018,8,,Elizabeth,34-039-0003,AQS,36,,Elizabeth Lab,34-039-0004,AQS,71,,Rockland County,36-087-0005,AQS,49,,Fort Lee Near Road,34-003-0010,AQS,1,,Bayonne,34-017-0006,AQS,19,,DIVISION STREET,36-061-0134,AQS
8/1/2018,3,,Jersey City,34-017-1002,AQS,26,,IS 52,36-005-0110,AQS,42,,Leonia,34-003-0006,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,49,,MILLBROOK,36-027-0007,AQS,,,,,
8/2/2018,5,,Elizabeth Lab,34-039-0004,AQS,30,,Bayonne,34-017-0006,AQS,44,,WHITE PLAINS,36-119-2004,AQS,38,,Newark Firehouse,34-013-0003,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/3/2018,5,,Elizabeth Lab,34-039-0004,AQS,26,,Newark Firehouse,34-013-0003,AQS,31,,Rockland County,36-087-0005,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,13,,Newark Firehouse,34-013-0003,AQS
8/4/2018,6,,Fort Lee Near Road,34-003-0010,AQS,17,,Queens College Near Road,36-081-0125,AQS,41,,Flemington,34-019-0001,AQS,34,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
8/5/2018,6,,Fort Lee Near Road,34-003-0010,AQS,45,,IS 52,36-005-0110,AQS,87,,QUEENS COLLEGE 2,36-081-0124,AQS,57,,FRESHKILLS WEST,36-085-0111,AQS,3,,Bayonne,34-017-0006,AQS,,,,,
8/6/2018,7,,PFIZER LAB SITE,36-005-0133,AQS,35,,Elizabeth Lab,34-039-0004,AQS,122,,PFIZER LAB SITE,36-005-0133,AQS,75,,NEWBURGH,36-071-0002,AQS,4,,Jersey City,34-017-1002,AQS,35,,DIVISION STREET,36-061-0134,AQS
8/7/2018,5,,Fort Lee Near Road,34-003-0010,AQS,29,,IS 52,36-005-0110,AQS,97,,Leonia,34-003-0006,AQS,81,,NEWBURGH,36-071-0002,AQS,4,,Jersey City,34-017-1002,AQS,,,,,
8/8/2018,6,,PFIZER LAB SITE,36-005-0133,AQS,39,,Elizabeth Lab,34-039-0004,AQS,112,,Leonia,34-003-0006,AQS,60,,MORRISANIA,36-005-0080,AQS,4,,Jersey City,34-017-1002,AQS,,,,,
8/9/2018,5,,Jersey City,34-017-1002,AQS,30,,Fort Lee Near Road,34-003-0010,AQS,58,,RIVERHEAD,36-103-0004,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,4,,Jersey City,34-017-1002,AQS,12,,Newark Firehouse,34-013-0003,AQS
8/10/2018,6,,Jersey City,34-017-1002,AQS,43,,Queens College Near Road,36-081-0125,AQS,77,,Rutgers University,34-023-0011,AQS,68,,FRESHKILLS WEST,36-085-0111,AQS,6,,Jersey City,34-017-1002,AQS,,,,,
8/11/2018,7,,Elizabeth,34-039-0003,AQS,40,,Elizabeth Lab,34-039-0004,AQS,44,,RIVERHEAD,36-103-0004,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,4,,Jersey City,34-017-1002,AQS,,,,,
8/12/2018,7,,Elizabeth,34-039-0003,AQS,25,,Elizabeth Lab,34-039-0004,AQS,77,,Rutgers University,34-023-0011,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,14,,DIVISION STREET,36-061-0134,AQS
8/13/2018,6,,Elizabeth,34-039-0003,AQS,31,,IS 52,36-005-0110,AQS,33,,Colliers Mills,34-029-0006,AQS,33,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/14/2018,6,,Newark Firehouse,34-013-0003,AQS,51,,Fort Lee Near Road,34-003-0010,AQS,50,,BABYLON,36-103-0002,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/15/2018,5,,Fort Lee Near Road,34-003-0010,AQS,23,,Bayonne,34-017-0006,AQS,48,,Rutgers University,34-023-0011,AQS,69,,FRESHKILLS WEST,36-085-0111,AQS,3,,Jersey City,34-017-1002,AQS,20,,Newark Firehouse,34-013-0003,AQS
8/16/2018,6,,Jersey City,34-017-1002,AQS,33,,Bayonne,34-017-0006,AQS,97,,BABYLON,36-103-0002,AQS,95,,FRESHKILLS WEST,36-085-0111,AQS,6,,Jersey City,34-017-1002,AQS,,,,,
8/17/2018,7,,Elizabeth Lab,34-039-0004,AQS,40,,Elizabeth Lab,34-039-0004,AQS,115,,CCNY,36-061-0135,AQS,77,,IS 74,36-005-0112,AQS,6,,Jersey City,34-017-1002,AQS,,,,,
8/18/2018,6,,Elizabeth Lab,34-039-0004,AQS,23,,IS 52,36-005-0110,AQS,58,,RIVERHEAD,36-103-0004,AQS,61,,IS 74,36-005-0112,AQS,6,,Jersey City,34-017-1002,AQS,16,,DIVISION STREET,36-061-0134,AQS
8/19/2018,6,,Elizabeth,34-039-0003,AQS,19,,Elizabeth Lab,34-039-0004,AQS,28,,MILLBROOK,36-027-0007,AQS,30,,Chester,34-027-3001,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/20/2018,7,,Elizabeth,34-039-0003,AQS,25,,Newark Firehouse,34-013-0003,AQS,33,,RIVERHEAD,36-103-0004,AQS,33,,Queens College Near Road,36-081-0125,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
8/21/2018,6,,Elizabeth,34-039-0003,AQS,26,,Newark Firehouse,34-013-0003,AQS,40,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,47,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,12,,Newark Firehouse,34-013-0003,AQS
8/22/2018,5,,Elizabeth,34-039-0003,AQS,24,,Fort Lee Near Road,34-003-0010,AQS,45,,RIVERHEAD,36-103-0004,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/23/2018,5,,Fort Lee Near Road,34-003-0010,AQS,32,,Bayonne,34-017-0006,AQS,34,,Monmouth University,34-025-0005,AQS,49,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
8/24/2018,8,,Elizabeth Lab,34-039-0004,AQS,44,,Bayonne,34-017-0006,AQS,64,,WHITE PLAINS,36-119-2004,AQS,59,,FRESHKILLS WEST,36-085-0111,AQS,3,,Jersey City,34-017-1002,AQS,22,,DIVISION STREET,36-061-0134,AQS
8/25/2018,7,,Elizabeth,34-039-0003,AQS,37,,Elizabeth Lab,34-039-0004,AQS,51,,Ramapo,34-031-5001,AQS,48,,Flemington,34-019-0001,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
8/26/2018,6,,Elizabeth Lab,34-039-0004,AQS,24,,Elizabeth Lab,34-039-0004,AQS,71,,Rutgers University,34-023-0011,AQS,64,,Jersey City Firehouse,34-017-1003,AQS,4,,Jersey City,34-017-1002,AQS,,,,,
8/27/2018,7,,Jersey City,34-017-1002,AQS,43,,PFIZER LAB SITE,36-005-0133,AQS,77,,Colliers Mills,34-029-0006,AQS,73,,PS 19,36-061-0128,AQS,4,,Jersey City,34-017-1002,AQS,22,,Newark Firehouse,34-013-0003,AQS
8/28/2018,8,,Elizabeth Lab,34-039-0004,AQS,32,,Bayonne,34-017-0006,AQS,115,,Flax Pond,36-103-0044,AQS,92,,EISENHOWER PARK,36-059-0005,AQS,6,,Jersey City,34-017-1002,AQS,,,,,
8/29/2018,6,,Jersey City,34-017-1002,AQS,29,,Bayonne,34-017-0006,AQS,143,,Flax Pond,36-103-0044,AQS,79,,FRESHKILLS WEST,36-085-0111,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
8/30/2018,5,,Jersey City,34-017-1002,AQS,25,,Bayonne,34-017-0006,AQS,64,,Monmouth University,34-025-0005,AQS,55,,Queens College Near Road,36-081-0125,AQS,1,,Elizabeth,34-039-0003,AQS,18,,DIVISION STREET,36-061-0134,AQS
8/31/2018,8,,Elizabeth,34-039-0003,AQS,23,,Newark Firehouse,34-013-0003,AQS,31,,RIVERHEAD,36-103-0004,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/1/2018,8,,Elizabeth,34-039-0003,AQS,16,,Elizabeth Lab,34-039-0004,AQS,41,,Leonia,34-003-0006,AQS,37,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/2/2018,7,,Elizabeth,34-039-0003,AQS,24,,Bayonne,34-017-0006,AQS,44,,WHITE PLAINS,36-119-2004,AQS,44,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,13,,Newark Firehouse,34-013-0003,AQS
9/3/2018,6,,Elizabeth,34-039-0003,AQS,36,,PFIZER LAB SITE,36-005-0133,AQS,61,,Leonia,34-003-0006,AQS,58,,FRESHKILLS WEST,36-085-0111,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/4/2018,6,,Elizabeth,34-039-0003,AQS,40,,Bayonne,34-017-0006,AQS,71,,QUEENS COLLEGE 2,36-081-0124,AQS,49,,FRESHKILLS WEST,36-085-0111,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/5/2018,7,,Elizabeth,34-039-0003,AQS,41,,Elizabeth Lab,34-039-0004,AQS,101,,Rockland County,36-087-0005,AQS,60,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,21,,DIVISION STREET,36-061-0134,AQS
9/6/2018,6,,Jersey City,34-017-1002,AQS,36,,Elizabeth Lab,34-039-0004,AQS,97,,Flax Pond,36-103-0044,AQS,66,,Newark Firehouse,34-013-0003,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/7/2018,6,,Elizabeth,34-039-0003,AQS,31,,Elizabeth Lab,34-039-0004,AQS,30,,Colliers Mills,34-029-0006,AQS,51,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
9/8/2018,6,,Elizabeth,34-039-0003,AQS,16,,Elizabeth Lab,34-039-0004,AQS,29,,RIVERHEAD,36-103-0004,AQS,34,,PS 19,36-061-0128,AQS,1,,Elizabeth,34-039-0003,AQS,9,,Newark Firehouse,34-013-0003,AQS
9/9/2018,5,,Elizabeth Lab,34-039-0004,AQS,22,,Elizabeth Lab,34-039-0004,AQS,26,,Colliers Mills,34-029-0006,AQS,27,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/10/2018,5,,Elizabeth,34-039-0003,AQS,28,,Elizabeth Lab,34-039-0004,AQS,31,,RIVERHEAD,36-103-0004,AQS,20,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/11/2018,10,,Elizabeth,34-039-0003,AQS,39,,Elizabeth Lab,34-039-0004,AQS,29,,RIVERHEAD,36-103-0004,AQS,61,,FRESHKILLS WEST,36-085-0111,AQS,3,,Elizabeth,34-039-0003,AQS,23,,DIVISION STREET,36-061-0134,AQS
9/12/2018,10,,Elizabeth,34-039-0003,AQS,30,,Elizabeth Lab,34-039-0004,AQS,18,,Rockland County,36-087-0005,AQS,57,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
9/13/2018,8,,Elizabeth,34-039-0003,AQS,27,,Elizabeth Lab,34-039-0004,AQS,27,,RIVERHEAD,36-103-0004,AQS,32,,Elizabeth Lab,34-039-0004,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
9/14/2018,8,,Elizabeth,34-039-0003,AQS,27,,Elizabeth Lab,34-039-0004,AQS,28,,RIVERHEAD,36-103-0004,AQS,33,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,9,,Newark Firehouse,34-013-0003,AQS
9/15/2018,7,,Elizabeth,34-039-0003,AQS,33,,Newark Firehouse,34-013-0003,AQS,50,,Rutgers University,34-023-0011,AQS,44,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/16/2018,10,,Newark Firehouse,34-013-0003,AQS,29,,Bayonne,34-017-0006,AQS,50,,Leonia,34-003-0006,AQS,48,,Fort Lee Near Road,34-003-0010,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
9/17/2018,7,,Elizabeth,34-039-0003,AQS,34,,IS 52,36-005-0110,AQS,34,,MILLBROOK,36-027-0007,AQS,41,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,19,,DIVISION STREET,36-061-0134,AQS
9/18/2018,6,,Elizabeth,34-039-0003,AQS,29,,Bayonne,34-017-0006,AQS,29,,RIVERHEAD,36-103-0004,AQS,31,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/19/2018,6,,Elizabeth,34-039-0003,AQS,26,,Elizabeth Lab,34-039-0004,AQS,41,,Rutgers University,34-023-0011,AQS,49,,FRESHKILLS WEST,36-085-0111,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
9/20/2018,6,,Elizabeth,34-039-0003,AQS,28,,Elizabeth Lab,34-039-0004,AQS,29,,BABYLON,36-103-0002,AQS,40,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,10,,Newark Firehouse,34-013-0003,AQS
9/21/2018,6,,Elizabeth Lab,34-039-0004,AQS,26,,Elizabeth Lab,34-039-0004,AQS,31,,BABYLON,36-103-0002,AQS,36,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/22/2018,6,,Elizabeth,34-039-0003,AQS,19,,Bayonne,34-017-0006,AQS,28,,RIVERHEAD,36-103-0004,AQS,31,,Flemington,34-019-0001,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/23/2018,6,,Elizabeth,34-039-0003,AQS,24,,Rutgers University,34-023-0011,AQS,26,,RIVERHEAD,36-103-0004,AQS,32,,FRESHKILLS WEST,36-085-0111,AQS,1,,Elizabeth,34-039-0003,AQS,11,,DIVISION STREET,36-061-0134,AQS
9/24/2018,7,,Elizabeth Lab,34-039-0004,AQS,25,,Queens College Near Road,36-081-0125,AQS,31,,Rutgers University,34-023-0011,AQS,35,,FRESHKILLS WEST,36-085-0111,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/25/2018,7,,Elizabeth,34-039-0003,AQS,31,,Elizabeth Lab,34-039-0004,AQS,31,,BABYLON,36-103-0002,AQS,42,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/26/2018,6,,Elizabeth,34-039-0003,AQS,25,,Elizabeth Lab,34-039-0004,AQS,31,,Chester,34-027-3001,AQS,43,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,11,,Newark Firehouse,34-013-0003,AQS
9/27/2018,6,,Elizabeth,34-039-0003,AQS,31,,Elizabeth Lab,34-039-0004,AQS,34,,Rutgers University,34-023-0011,AQS,52,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
9/28/2018,9,,Queens College Near Road,36-081-0125,AQS,27,,Bayonne,34-017-0006,AQS,25,,Chester,34-027-3001,AQS,35,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
9/29/2018,9,,Queens College Near Road,36-081-0125,AQS,25,,Fort Lee Near Road,34-003-0010,AQS,41,,Colliers Mills,34-029-0006,AQS,35,,Elizabeth Lab,34-039-0004,AQS,1,,Bayonne,34-017-0006,AQS,17,,Jersey City Firehouse,34-017-1003,AQS
9/30/2018,7,,Queens College Near Road,36-081-0125,AQS,23,,IS 52,36-005-0110,AQS,37,,Rutgers University,34-023-0011,AQS,40,,Flemington,34-019-0001,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
10/1/2018,6,,Fort Lee Near Road,34-003-0010,AQS,53,,Fort Lee Near Road,34-003-0010,AQS,49,,Rutgers University,34-023-0011,AQS,60,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
10/2/2018,8,,Elizabeth,34-039-0003,AQS,39,,Queens College Near Road,36-081-0125,AQS,42,,BABYLON,36-103-0002,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,15,,Newark Firehouse,34-013-0003,AQS
10/3/2018,5,,Elizabeth Lab,34-039-0004,AQS,42,,Fort Lee Near Road,34-003-0010,AQS,33,,Colliers Mills,34-029-0006,AQS,33,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
10/4/2018,7,,Jersey City,34-017-1002,AQS,49,,IS 52,36-005-0110,AQS,47,,RIVERHEAD,36-103-0004,AQS,64,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
10/5/2018,6,,Newark Firehouse,34-013-0003,AQS,28,,Elizabeth Lab,34-039-0004,AQS,28,,BABYLON,36-103-0002,AQS,43,,Elizabeth Lab,34-039-0004,AQS,1,,Bayonne,34-017-0006,AQS,16,,Jersey City Firehouse,34-017-1003,AQS
10/6/2018,6,,Elizabeth,34-039-0003,AQS,19,,Elizabeth Lab,34-039-0004,AQS,34,,BABYLON,36-103-0002,AQS,36,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth Lab,34-039-0004,AQS,,,,,
