Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Nitrogen Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,Ozone AQI Value,Main Pollutant,Site Name,Site ID,Source,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source,Sulfur Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,PM10 AQI Value,Main Pollutant,Site Name,Site ID,Source
10/5/2017,7,,Jersey City,34-017-1002,AQS,35,,Jersey City,34-017-1002,AQS,50,,SUSAN WAGNER HS,36-085-0067,AQS,52,,Elizabeth Lab,34-039-0004,AQS,3,,EISENHOWER PARK,36-059-0005,AQS,,,,,
10/6/2017,8,,Jersey City,34-017-1002,AQS,77,,Fort Lee Near Road,34-003-0010,AQS,44,,Colliers Mills,34-029-0006,AQS,56,,Jersey City Firehouse,34-017-1003,AQS,3,,Elizabeth Lab,34-039-0004,AQS,,,,,
10/7/2017,9,,Newark Firehouse,34-013-0003,AQS,47,,Fort Lee Near Road,34-003-0010,AQS,43,,MILLBROOK,36-027-0007,AQS,59,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,20,,Newark Firehouse,34-013-0003,AQS
10/8/2017,6,,Jersey City,34-017-1002,AQS,25,,PFIZER LAB SITE,36-005-0133,AQS,28,,RIVERHEAD,36-103-0004,AQS,29,,QUEENS COLLEGE 2,36-081-0124,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
10/9/2017,6,,Jersey City,34-017-1002,AQS,29,,Fort Lee Near Road,34-003-0010,AQS,25,,Chester,34-027-3001,AQS,35,,Fort Lee Near Road,34-003-0010,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
10/10/2017,8,,Queens College Near Road,36-081-0125,AQS,40,,Bayonne,34-017-0006,AQS,36,,RIVERHEAD,36-103-0004,AQS,40,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,10,,Jersey City Firehouse,34-017-1003,AQS
10/11/2017,8,,Queens College Near Road,36-081-0125,AQS,40,,Elizabeth Lab,34-039-0004,AQS,34,,WHITE PLAINS,36-119-2004,AQS,48,,Jersey City Firehouse,34-017-1003,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
10/12/2017,6,,Elizabeth,34-039-0003,AQS,31,,Jersey City,34-017-1002,AQS,31,,BABYLON,36-103-0002,AQS,38,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
10/13/2017,8,,Elizabeth,34-039-0003,AQS,36,,Fort Lee Near Road,34-003-0010,AQS,31,,MILLBROOK,36-027-0007,AQS,51,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,18,,Newark Firehouse,34-013-0003,AQS
10/14/2017,6,,Newark Firehouse,34-013-0003,AQS,32,,QUEENS COLLEGE 2,36-081-0124,AQS,33,,MILLBROOK,36-027-0007,AQS,32,,PS 19,36-061-0128,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
10/15/2017,6,,Newark Firehouse,34-013-0003,AQS,26,,IS 52,36-005-0110,AQS,31,,MILLBROOK,36-027-0007,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
10/16/2017,5,,Elizabeth Lab,34-039-0004,AQS,20,,Fort Lee Near Road,34-003-0010,AQS,26,,Newark Firehouse,34-013-0003,AQS,39,,Jersey City Firehouse,34-017-1003,AQS,1,,Jersey City,34-017-1002,AQS,8,,Jersey City Firehouse,34-017-1003,AQS
10/17/2017,7,,Jersey City,34-017-1002,AQS,35,,PFIZER LAB SITE,36-005-0133,AQS,27,,Chester,34-027-3001,AQS,29,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
10/18/2017,8,,Jersey City,34-017-1002,AQS,50,,PFIZER LAB SITE,36-005-0133,AQS,43,,Ramapo,34-031-5001,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
10/19/2017,8,,Jersey City,34-017-1002,AQS,45,,QUEENS COLLEGE 2,36-081-0124,AQS,48,,BABYLON,36-103-0002,AQS,57,,Elizabeth Lab,34-039-0004,AQS,1,,Newark Firehouse,34-013-0003,AQS,16,,Newark Firehouse,34-013-0003,AQS
10/20/2017,6,,Jersey City,34-017-1002,AQS,43,,Bayonne,34-017-0006,AQS,42,,Colliers Mills,34-029-0006,AQS,75,,IS 52,36-005-0110,AQS,1,,Bayonne,34-017-0006,AQS,,,,,
10/21/2017,10,,Elizabeth Lab,34-039-0004,AQS,49,,PFIZER LAB SITE,36-005-0133,AQS,43,,Ramapo,34-031-5001,AQS,58,,Rahway,34-039-2003,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
10/22/2017,14,,Newark Firehouse,34-013-0003,AQS,73,,Newark Firehouse,34-013-0003,AQS,48,,Ramapo,34-031-5001,AQS,64,,Newark Firehouse,34-013-0003,AQS,11,,Newark Firehouse,34-013-0003,AQS,24,,Newark Firehouse,34-013-0003,AQS
10/23/2017,6,,Newark Firehouse,34-013-0003,AQS,39,,IS 52,36-005-0110,AQS,35,,MT NINHAM,36-079-0005,AQS,33,,Flemington,34-019-0001,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
10/24/2017,6,,Elizabeth Lab,34-039-0004,AQS,21,,Elizabeth Lab,34-039-0004,AQS,33,,Colliers Mills,34-029-0006,AQS,39,,Elizabeth Lab,34-039-0004,AQS,0,,Bayonne,34-017-0006,AQS,,,,,
10/25/2017,7,,Queens College Near Road,36-081-0125,AQS,44,,Queens College Near Road,36-081-0125,AQS,32,,Chester,34-027-3001,AQS,45,,Jersey City Firehouse,34-017-1003,AQS,3,,Jersey City,34-017-1002,AQS,10,,Newark Firehouse,34-013-0003,AQS
10/26/2017,5,,Fort Lee Near Road,34-003-0010,AQS,39,,Fort Lee Near Road,34-003-0010,AQS,31,,Ramapo,34-031-5001,AQS,56,,Fort Lee Near Road,34-003-0010,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
10/27/2017,7,,Jersey City,34-017-1002,AQS,43,,Newark Firehouse,34-013-0003,AQS,37,,RIVERHEAD,36-103-0004,AQS,48,,Jersey City Firehouse,34-017-1003,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
10/28/2017,10,,Elizabeth,34-039-0003,AQS,39,,Jersey City,34-017-1002,AQS,44,,Chester,34-027-3001,AQS,44,,Flemington,34-019-0001,AQS,3,,Jersey City,34-017-1002,AQS,19,,IS 52,36-005-0110,AQS
10/29/2017,6,,Elizabeth Lab,34-039-0004,AQS,21,,Newark Firehouse,34-013-0003,AQS,40,,RIVERHEAD,36-103-0004,AQS,23,,Fort Lee Near Road,34-003-0010,AQS,0,,Newark Firehouse,34-013-0003,AQS,,,,,
10/30/2017,5,,Jersey City,34-017-1002,AQS,26,,Fort Lee Near Road,34-003-0010,AQS,30,,Chester,34-027-3001,AQS,36,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
10/31/2017,5,,Fort Lee Near Road,34-003-0010,AQS,40,,Fort Lee Near Road,34-003-0010,AQS,29,,Newark Firehouse,34-013-0003,AQS,38,,Elizabeth Lab,34-039-0004,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,12,,Newark Firehouse,34-013-0003,AQS
11/1/2017,13,,Elizabeth,34-039-0003,AQS,42,,Fort Lee Near Road,34-003-0010,AQS,35,,RIVERHEAD,36-103-0004,AQS,58,,Elizabeth Lab,34-039-0004,AQS,6,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
11/2/2017,9,,Elizabeth,34-039-0003,AQS,39,,Elizabeth Lab,34-039-0004,AQS,35,,RIVERHEAD,36-103-0004,AQS,48,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
11/3/2017,6,,Jersey City,34-017-1002,AQS,34,,PFIZER LAB SITE,36-005-0133,AQS,33,,RIVERHEAD,36-103-0004,AQS,52,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,14,,Newark Firehouse,34-013-0003,AQS
11/4/2017,7,,Elizabeth,34-039-0003,AQS,42,,Fort Lee Near Road,34-003-0010,AQS,29,,MT NINHAM,36-079-0005,AQS,29,,Jersey City Firehouse,34-017-1003,AQS,1,,Elizabeth Lab,34-039-0004,AQS,,,,,
11/5/2017,8,,Elizabeth,34-039-0003,AQS,27,,Newark Firehouse,34-013-0003,AQS,28,,RIVERHEAD,36-103-0004,AQS,40,,Elizabeth Lab,34-039-0004,AQS,0,,Newark Firehouse,34-013-0003,AQS,,,,,
11/6/2017,6,,Fort Lee Near Road,34-003-0010,AQS,25,,Jersey City,34-017-1002,AQS,30,,RIVERHEAD,36-103-0004,AQS,41,,Elizabeth Lab,34-039-0004,AQS,1,,QUEENS COLLEGE 2,36-081-0124,AQS,13,,Newark Firehouse,34-013-0003,AQS
11/7/2017,5,,Fort Lee Near Road,34-003-0010,AQS,29,,Fort Lee Near Road,34-003-0010,AQS,22,,Chester,34-027-3001,AQS,39,,Jersey City Firehouse,34-017-1003,AQS,1,,IS 52,36-005-0110,AQS,,,,,
11/8/2017,7,,Elizabeth,34-039-0003,AQS,41,,Fort Lee Near Road,34-003-0010,AQS,25,,RIVERHEAD,36-103-0004,AQS,39,,Elizabeth Lab,34-039-0004,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
11/9/2017,9,,Elizabeth Lab,34-039-0004,AQS,38,,Elizabeth Lab,34-039-0004,AQS,32,,SUSAN WAGNER HS,36-085-0067,AQS,48,,Elizabeth Lab,34-039-0004,AQS,4,,Elizabeth Lab,34-039-0004,AQS,14,,Newark Firehouse,34-013-0003,AQS
11/10/2017,7,,Jersey City,34-017-1002,AQS,24,,Fort Lee Near Road,34-003-0010,AQS,36,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,27,,Elizabeth Lab,34-039-0004,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
11/11/2017,8,,Elizabeth Lab,34-039-0004,AQS,65,,Fort Lee Near Road,34-003-0010,AQS,33,,Chester,34-027-3001,AQS,51,,HOLTSVILLE,36-103-0009,AQS,4,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
11/12/2017,14,,Elizabeth Lab,34-039-0004,AQS,46,,QUEENS COLLEGE 2,36-081-0124,AQS,32,,Chester,34-027-3001,AQS,68,,Rutgers University,34-023-0011,AQS,7,,PFIZER LAB SITE,36-005-0133,AQS,18,,Newark Firehouse,34-013-0003,AQS
11/13/2017,11,,Elizabeth,34-039-0003,AQS,42,,Bayonne,34-017-0006,AQS,23,,MT NINHAM,36-079-0005,AQS,80,,Elizabeth Lab,34-039-0004,AQS,3,,IS 52,36-005-0110,AQS,,,,,
11/14/2017,8,,Newark Firehouse,34-013-0003,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,28,,Rockland County,36-087-0005,AQS,62,,Elizabeth Lab,34-039-0004,AQS,4,,IS 52,36-005-0110,AQS,,,,,
11/15/2017,8,,Elizabeth,34-039-0003,AQS,91,,Fort Lee Near Road,34-003-0010,AQS,35,,SUSAN WAGNER HS,36-085-0067,AQS,62,,PS 19,36-061-0128,AQS,4,,IS 52,36-005-0110,AQS,14,,Newark Firehouse,34-013-0003,AQS
11/16/2017,6,,Jersey City,34-017-1002,AQS,39,,PFIZER LAB SITE,36-005-0133,AQS,33,,SUSAN WAGNER HS,36-085-0067,AQS,28,,Flemington,34-019-0001,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
11/17/2017,5,,Elizabeth,34-039-0003,AQS,35,,Queens College Near Road,36-081-0125,AQS,35,,MT NINHAM,36-079-0005,AQS,25,,CCNY,36-061-0135,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
11/18/2017,11,,Jersey City,34-017-1002,AQS,51,,QUEENS COLLEGE 2,36-081-0124,AQS,36,,BABYLON,36-103-0002,AQS,52,,Paterson,34-031-0005,AQS,4,,Jersey City,34-017-1002,AQS,15,,Newark Firehouse,34-013-0003,AQS
11/19/2017,7,,Jersey City,34-017-1002,AQS,23,,QUEENS COLLEGE 2,36-081-0124,AQS,36,,BABYLON,36-103-0002,AQS,33,,Intermediate School 143,36-061-0115,AQS,3,,Jersey City,34-017-1002,AQS,,,,,
11/20/2017,5,,Jersey City,34-017-1002,AQS,29,,Jersey City,34-017-1002,AQS,33,,MT NINHAM,36-079-0005,AQS,33,,Rutgers University,34-023-0011,AQS,4,,Jersey City,34-017-1002,AQS,,,,,
11/21/2017,10,,Jersey City,34-017-1002,AQS,45,,Newark Firehouse,34-013-0003,AQS,34,,HOLTSVILLE,36-103-0009,AQS,55,,Elizabeth Lab,34-039-0004,AQS,7,,Jersey City,34-017-1002,AQS,18,,Newark Firehouse,34-013-0003,AQS
11/22/2017,18,,Elizabeth,34-039-0003,AQS,65,,Elizabeth Lab,34-039-0004,AQS,29,,HOLTSVILLE,36-103-0009,AQS,57,,Elizabeth Lab,34-039-0004,AQS,11,,Jersey City,34-017-1002,AQS,,,,,
11/23/2017,6,,Fort Lee Near Road,34-003-0010,AQS,32,,Fort Lee Near Road,34-003-0010,AQS,32,,MT NINHAM,36-079-0005,AQS,39,,HOLTSVILLE,36-103-0009,AQS,1,,Chester,34-027-3001,AQS,,,,,
11/24/2017,9,,Jersey City,34-017-1002,AQS,40,,Jersey City,34-017-1002,AQS,29,,Chester,34-027-3001,AQS,63,,Elizabeth Lab,34-039-0004,AQS,7,,Chester,34-027-3001,AQS,14,,Newark Firehouse,34-013-0003,AQS
11/25/2017,10,,Jersey City,34-017-1002,AQS,42,,IS 52,36-005-0110,AQS,34,,BABYLON,36-103-0002,AQS,66,,Flemington,34-019-0001,AQS,3,,IS 52,36-005-0110,AQS,,,,,
11/26/2017,9,,Jersey City,34-017-1002,AQS,30,,Jersey City,34-017-1002,AQS,31,,Chester,34-027-3001,AQS,31,,HOLTSVILLE,36-103-0009,AQS,1,,Jersey City,34-017-1002,AQS,,,,,
11/27/2017,5,,Fort Lee Near Road,34-003-0010,AQS,38,,Elizabeth Lab,34-039-0004,AQS,32,,MT NINHAM,36-079-0005,AQS,44,,Flemington,34-019-0001,AQS,3,,PFIZER LAB SITE,36-005-0133,AQS,12,,Jersey City Firehouse,34-017-1003,AQS
11/28/2017,8,,Elizabeth,34-039-0003,AQS,44,,Newark Firehouse,34-013-0003,AQS,36,,HOLTSVILLE,36-103-0009,AQS,52,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth,34-039-0003,AQS,,,,,
11/29/2017,7,,Jersey City,34-017-1002,AQS,37,,Jersey City,34-017-1002,AQS,34,,Flemington,34-019-0001,AQS,43,,Jersey City Firehouse,34-017-1003,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
11/30/2017,9,,Elizabeth,34-039-0003,AQS,46,,Fort Lee Near Road,34-003-0010,AQS,28,,HOLTSVILLE,36-103-0009,AQS,68,,PS 19,36-061-0128,AQS,6,,PFIZER LAB SITE,36-005-0133,AQS,20,,Newark Firehouse,34-013-0003,AQS
12/1/2017,8,,Jersey City,34-017-1002,AQS,37,,Fort Lee Near Road,34-003-0010,AQS,27,,Chester,34-027-3001,AQS,49,,Fort Lee Near Road,34-003-0010,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
12/2/2017,15,,Elizabeth Lab,34-039-0004,AQS,50,,Elizabeth Lab,34-039-0004,AQS,24,,Chester,34-027-3001,AQS,62,,PS 19,36-061-0128,AQS,4,,Elizabeth Lab,34-039-0004,AQS,,,,,
12/3/2017,13,,Elizabeth,34-039-0003,AQS,39,,Jersey City,34-017-1002,AQS,21,,HOLTSVILLE,36-103-0009,AQS,97,,PS 19,36-061-0128,AQS,17,,IS 52,36-005-0110,AQS,25,,Jersey City Firehouse,34-017-1003,AQS
12/4/2017,20,,Elizabeth,34-039-0003,AQS,69,,Elizabeth Lab,34-039-0004,AQS,31,,Chester,34-027-3001,AQS,101,,Elizabeth Lab,34-039-0004,AQS,9,,Elizabeth Lab,34-039-0004,AQS,,,,,
12/5/2017,6,,Elizabeth,34-039-0003,AQS,43,,Elizabeth Lab,34-039-0004,AQS,35,,BABYLON,36-103-0002,AQS,50,,Fort Lee Near Road,34-003-0010,AQS,1,,Newark Firehouse,34-013-0003,AQS,,,,,
12/6/2017,3,,Fort Lee Near Road,34-003-0010,AQS,32,,Jersey City,34-017-1002,AQS,31,,MT NINHAM,36-079-0005,AQS,55,,DIVISION STREET,36-061-0134,AQS,1,,Elizabeth Lab,34-039-0004,AQS,6,,Newark Firehouse,34-013-0003,AQS
12/7/2017,7,,Jersey City,34-017-1002,AQS,37,,Jersey City,34-017-1002,AQS,32,,MT NINHAM,36-079-0005,AQS,52,,PS 19,36-061-0128,AQS,3,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
12/8/2017,6,,Jersey City,34-017-1002,AQS,32,,Fort Lee Near Road,34-003-0010,AQS,25,,MT NINHAM,36-079-0005,AQS,48,,Elizabeth Lab,34-039-0004,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
12/9/2017,6,,Elizabeth,34-039-0003,AQS,30,,IS 52,36-005-0110,AQS,25,,HOLTSVILLE,36-103-0009,AQS,54,,Jersey City Firehouse,34-017-1003,AQS,3,,IS 52,36-005-0110,AQS,16,,Jersey City Firehouse,34-017-1003,AQS
12/10/2017,5,,Jersey City,34-017-1002,AQS,31,,Jersey City,34-017-1002,AQS,25,,MT NINHAM,36-079-0005,AQS,58,,Elizabeth Lab,34-039-0004,AQS,3,,Elizabeth Lab,34-039-0004,AQS,,,,,
12/11/2017,8,,Jersey City,34-017-1002,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,26,,MT NINHAM,36-079-0005,AQS,58,,Elizabeth Lab,34-039-0004,AQS,3,,IS 52,36-005-0110,AQS,,,,,
12/12/2017,8,,Jersey City,34-017-1002,AQS,39,,Elizabeth Lab,34-039-0004,AQS,32,,Chester,34-027-3001,AQS,53,,Elizabeth Lab,34-039-0004,AQS,1,,Elizabeth Lab,34-039-0004,AQS,15,,Newark Firehouse,34-013-0003,AQS
12/13/2017,5,,Elizabeth Lab,34-039-0004,AQS,27,,Fort Lee Near Road,34-003-0010,AQS,33,,MT NINHAM,36-079-0005,AQS,36,,Elizabeth Lab,34-039-0004,AQS,3,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
12/14/2017,7,,Elizabeth,34-039-0003,AQS,45,,Fort Lee Near Road,34-003-0010,AQS,35,,MT NINHAM,36-079-0005,AQS,48,,Elizabeth Lab,34-039-0004,AQS,3,,IS 52,36-005-0110,AQS,,,,,
12/15/2017,11,,Elizabeth,34-039-0003,AQS,91,,Fort Lee Near Road,34-003-0010,AQS,31,,Chester,34-027-3001,AQS,53,,PFIZER LAB SITE,36-005-0133,AQS,6,,PFIZER LAB SITE,36-005-0133,AQS,19,,Jersey City Firehouse,34-017-1003,AQS
12/16/2017,6,,Fort Lee Near Road,34-003-0010,AQS,31,,Jersey City,34-017-1002,AQS,31,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,80,,PS 19,36-061-0128,AQS,6,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
12/17/2017,9,,Elizabeth,34-039-0003,AQS,41,,Jersey City,34-017-1002,AQS,32,,MT NINHAM,36-079-0005,AQS,57,,Elizabeth Lab,34-039-0004,AQS,3,,IS 52,36-005-0110,AQS,,,,,
12/18/2017,10,,Elizabeth,34-039-0003,AQS,66,,Fort Lee Near Road,34-003-0010,AQS,23,,MT NINHAM,36-079-0005,AQS,74,,Elizabeth Lab,34-039-0004,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,29,,Newark Firehouse,34-013-0003,AQS
12/19/2017,7,,Newark Firehouse,34-013-0003,AQS,54,,Fort Lee Near Road,34-003-0010,AQS,29,,MT NINHAM,36-079-0005,AQS,69,,Elizabeth Lab,34-039-0004,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
12/20/2017,7,,Jersey City,34-017-1002,AQS,34,,Fort Lee Near Road,34-003-0010,AQS,34,,MT NINHAM,36-079-0005,AQS,41,,Intermediate School 143,36-061-0115,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
12/21/2017,6,,Elizabeth Lab,34-039-0004,AQS,67,,Fort Lee Near Road,34-003-0010,AQS,29,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,44,,Rutgers University,34-023-0011,AQS,1,,Elizabeth Lab,34-039-0004,AQS,13,,Jersey City Firehouse,34-017-1003,AQS
12/22/2017,16,,Newark Firehouse,34-013-0003,AQS,76,,Fort Lee Near Road,34-003-0010,AQS,23,,MILLBROOK,36-027-0007,AQS,66,,Elizabeth Lab,34-039-0004,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
12/23/2017,18,,Elizabeth,34-039-0003,AQS,40,,Rutgers University,34-023-0011,AQS,25,,Chester,34-027-3001,AQS,68,,Elizabeth Lab,34-039-0004,AQS,4,,Elizabeth,34-039-0003,AQS,,,,,
12/24/2017,10,,Elizabeth,34-039-0003,AQS,20,,Jersey City,34-017-1002,AQS,32,,MT NINHAM,36-079-0005,AQS,35,,CCNY,36-061-0135,AQS,3,,PFIZER LAB SITE,36-005-0133,AQS,6,,Newark Firehouse,34-013-0003,AQS
12/25/2017,8,,Elizabeth,34-039-0003,AQS,21,,Jersey City,34-017-1002,AQS,32,,Chester,34-027-3001,AQS,44,,Intermediate School 143,36-061-0115,AQS,1,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
12/26/2017,7,,Elizabeth Lab,34-039-0004,AQS,35,,Bayonne,34-017-0006,AQS,34,,Flemington,34-019-0001,AQS,44,,HOLTSVILLE,36-103-0009,AQS,3,,PFIZER LAB SITE,36-005-0133,AQS,,,,,
12/27/2017,7,,Elizabeth Lab,34-039-0004,AQS,31,,Fort Lee Near Road,34-003-0010,AQS,36,,MT NINHAM,36-079-0005,AQS,53,,Intermediate School 143,36-061-0115,AQS,4,,QUEENS COLLEGE 2,36-081-0124,AQS,13,,Jersey City Firehouse,34-017-1003,AQS
12/28/2017,6,,Elizabeth,34-039-0003,AQS,60,,Fort Lee Near Road,34-003-0010,AQS,36,,MT NINHAM,36-079-0005,AQS,41,,Intermediate School 143,36-061-0115,AQS,9,,MT NINHAM,36-079-0005,AQS,,,,,
12/29/2017,6,,Elizabeth Lab,34-039-0004,AQS,34,,Jersey City,34-017-1002,AQS,34,,MT NINHAM,36-079-0005,AQS,50,,Intermediate School 143,36-061-0115,AQS,10,,HOLTSVILLE,36-103-0009,AQS,,,,,
12/30/2017,8,,Jersey City,34-017-1002,AQS,42,,QUEENS COLLEGE 2,36-081-0124,AQS,28,,Rockland County,36-087-0005,AQS,64,,Elizabeth Lab,34-039-0004,AQS,10,,PFIZER LAB SITE,36-005-0133,AQS,17,,Newark Firehouse,34-013-0003,AQS
12/31/2017,7,,Elizabeth,34-039-0003,AQS,23,,Jersey City,34-017-1002,AQS,36,,Chester,34-027-3001,AQS,45,,Intermediate School 143,36-061-0115,AQS,9,,MT NINHAM,36-079-0005,AQS,,,,,
1/1/2018,7,,Elizabeth,34-039-0003,AQS,28,,Jersey City,34-017-1002,AQS,35,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,51,,Intermediate School 143,36-061-0115,AQS,6,,MT NINHAM,36-079-0005,AQS,,,,,
1/2/2018,7,,Fort Lee Near Road,34-003-0010,AQS,57,,Fort Lee Near Road,34-003-0010,AQS,33,,MT NINHAM,36-079-0005,AQS,56,,Intermediate School 143,36-061-0115,AQS,6,,MT NINHAM,36-079-0005,AQS,22,,DIVISION STREET,36-061-0134,AQS
1/3/2018,11,,Fort Lee Near Road,34-003-0010,AQS,107,,Fort Lee Near Road,34-003-0010,AQS,29,,MT NINHAM,36-079-0005,AQS,69,,Elizabeth Lab,34-039-0004,AQS,16,,IS 52,36-005-0110,AQS,,,,,
1/4/2018,10,,Jersey City,34-017-1002,AQS,43,,Bayonne,34-017-0006,AQS,32,,HOLTSVILLE,36-103-0009,AQS,52,,MORRISANIA,36-005-0080,AQS,11,,Newark Firehouse,34-013-0003,AQS,,,,,
1/5/2018,7,,Elizabeth,34-039-0003,AQS,42,,Fort Lee Near Road,34-003-0010,AQS,36,,Chester,34-027-3001,AQS,48,,Intermediate School 143,36-061-0115,AQS,6,,QUEENS COLLEGE 2,36-081-0124,AQS,6,,Newark Firehouse,34-013-0003,AQS
1/6/2018,7,,Elizabeth,34-039-0003,AQS,19,,Bayonne,34-017-0006,AQS,35,,MT NINHAM,36-079-0005,AQS,46,,Intermediate School 143,36-061-0115,AQS,11,,MT NINHAM,36-079-0005,AQS,,,,,
1/7/2018,8,,Elizabeth,34-039-0003,AQS,42,,IS 52,36-005-0110,AQS,35,,VALLEY CENTRAL HIGH SCHOOL,36-071-5001,AQS,52,,Intermediate School 143,36-061-0115,AQS,11,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
1/8/2018,10,,Jersey City,34-017-1002,AQS,56,,Fort Lee Near Road,34-003-0010,AQS,27,,HOLTSVILLE,36-103-0009,AQS,69,,PFIZER LAB SITE,36-005-0133,AQS,17,,IS 52,36-005-0110,AQS,27,,Jersey City Firehouse,34-017-1003,AQS
1/9/2018,9,,Elizabeth,34-039-0003,AQS,48,,Fort Lee Near Road,34-003-0010,AQS,33,,Chester,34-027-3001,AQS,75,,Elizabeth Lab,34-039-0004,AQS,7,,QUEENS COLLEGE 2,36-081-0124,AQS,,,,,
1/10/2018,15,,Elizabeth,34-039-0003,AQS,84,,Jersey City,34-017-1002,AQS,25,,Chester,34-027-3001,AQS,64,,Elizabeth Lab,34-039-0004,AQS,9,,Jersey City,34-017-1002,AQS,,,,,
1/11/2018,23,,Elizabeth,34-039-0003,AQS,83,,Bayonne,34-017-0006,AQS,32,,HOLTSVILLE,36-103-0009,AQS,95,,Elizabeth Lab,34-039-0004,AQS,9,,Jersey City,34-017-1002,AQS,37,,Newark Firehouse,34-013-0003,AQS
1/12/2018,20,,Elizabeth,34-039-0003,AQS,58,,Elizabeth Lab,34-039-0004,AQS,32,,BABYLON,36-103-0002,AQS,55,,Fort Lee Near Road,34-003-0010,AQS,6,,Elizabeth,34-039-0003,AQS,,,,,
1/13/2018,9,,Fort Lee Near Road,34-003-0010,AQS,25,,Newark Firehouse,34-013-0003,AQS,33,,Chester,34-027-3001,AQS,44,,Intermediate School 143,36-061-0115,AQS,1,,Elizabeth,34-039-0003,AQS,,,,,
1/14/2018,6,,Fort Lee Near Road,34-003-0010,AQS,27,,Elizabeth Lab,34-039-0004,AQS,37,,MT NINHAM,36-079-0005,AQS,43,,Intermediate School 143,36-061-0115,AQS,6,,PFIZER LAB SITE,36-005-0133,AQS,6,,Jersey City Firehouse,34-017-1003,AQS
1/15/2018,8,,Fort Lee Near Road,34-003-0010,AQS,64,,Fort Lee Near Road,34-003-0010,AQS,33,,MT NINHAM,36-079-0005,AQS,58,,PS 19,36-061-0128,AQS,16,,EISENHOWER PARK,36-059-0005,AQS,,,,,
1/16/2018,13,,Elizabeth,34-039-0003,AQS,47,,Jersey City,34-017-1002,AQS,25,,HOLTSVILLE,36-103-0009,AQS,69,,PS 19,36-061-0128,AQS,4,,Bayonne,34-017-0006,AQS,,,,,
1/17/2018,13,,Elizabeth,34-039-0003,AQS,47,,Fort Lee Near Road,34-003-0010,AQS,26,,Chester,34-027-3001,AQS,62,,Jersey City Firehouse,34-017-1003,AQS,3,,QUEENS COLLEGE 2,36-081-0124,AQS,15,,Newark Firehouse,34-013-0003,AQS
